Semester ID, Course ID, Student ID
1,1001,20230001
1,1002,20230001
1,1003,20230001
1,1004,20230001
2,1005,20230001
2,1006,20230001
2,1007,20230001
2,1008,20230001
3,1009,20230001
3,1010,20230001
3,1011,20230001
3,1012,20230001
4,1013,20230001
4,1014,20230001
4,1015,20230001
4,1016,20230001
1,1001,20230002
1,1002,20230002
1,1003,20230002
1,1004,20230002
2,1005,20230002
2,1006,20230002
2,1007,20230002
2,1008,20230002
3,1009,20230002
3,1010,20230002
3,1011,20230002
3,1012,20230002
4,1013,20230002
4,1014,20230002
4,1015,20230002
4,1016,20230002
1,1001,20230003
1,1002,20230003
1,1003,20230003
1,1004,20230003
2,1005,20230003
2,1006,20230003
2,1007,20230003
2,1008,20230003
3,1009,20230003
3,1010,20230003
3,1011,20230003
3,1012,20230003
4,1013,20230003
4,1014,20230003
4,1015,20230003
4,1016,20230003
1,1001,20230004
1,1002,20230004
1,1003,20230004
1,1004,20230004
2,1005,20230004
2,1006,20230004
2,1007,20230004
2,1008,20230004
3,1009,20230004
3,1010,20230004
3,1011,20230004
3,1012,20230004
4,1013,20230004
4,1014,20230004
4,1015,20230004
4,1016,20230004
5,1017,20230005
5,1018,20230005
5,1019,20230005
5,1020,20230005
6,1021,20230005
6,1022,20230005
6,1023,20230005
6,1024,20230005
7,1025,20230005
7,1026,20230005
7,1027,20230005
7,1028,20230005
8,1029,20230005
8,1030,20230005
8,1031,20230005
8,1032,20230005
5,1033,20230005
5,1034,20230005
5,1035,20230005
5,1036,20230005
6,1017,20230006
6,1018,20230006
6,1019,20230006
6,1020,20230006
7,1021,20230006
7,1022,20230006
7,1023,20230006
7,1024,20230006
8,1025,20230006
8,1026,20230006
8,1027,20230006
8,1028,20230006
5,1029,20230006
5,1030,20230006
5,1031,20230006
5,1032,20230006
6,1033,20230006
6,1034,20230006
6,1035,20230006
6,1036,20230006
7,1017,20230007
7,1018,20230007
7,1019,20230007
7,1020,20230007
8,1021,20230007
8,1022,20230007
8,1023,20230007
8,1024,20230007
5,1025,20230007
5,1026,20230007
5,1027,20230007
5,1028,20230007
6,1029,20230007
6,1030,20230007
6,1031,20230007
6,1032,20230007
7,1033,20230007
7,1034,20230007
7,1035,20230007
7,1036,20230007
8,1017,20230008
8,1018,20230008
8,1019,20230008
8,1020,20230008
5,1021,20230008
5,1022,20230008
5,1023,20230008
5,1024,20230008
6,1025,20230008
6,1026,20230008
6,1027,20230008
6,1028,20230008
7,1029,20230008
7,1030,20230008
7,1031,20230008
7,1032,20230008
8,1033,20230008
8,1034,20230008
8,1035,20230008
8,1036,20230008
9,1037,20230009
9,1038,20230009
9,1039,20230009
9,1040,20230009
10,1041,20230009
10,1042,20230009
10,1043,20230009
10,1044,20230009
11,1045,20230009
11,1046,20230009
11,1047,20230009
11,1048,20230009
12,1049,20230009
12,1050,20230009
12,1001,20230009
12,1002,20230009
9,1037,20230010
9,1038,20230010
9,1039,20230010
9,1040,20230010
10,1041,20230010
10,1042,20230010
10,1043,20230010
10,1044,20230010
11,1045,20230010
11,1046,20230010
11,1047,20230010
11,1048,20230010
12,1049,20230010
12,1050,20230010
12,1001,20230010
12,1002,20230010
9,1037,20230011
9,1038,20230011
9,1039,20230011
9,1040,20230011
10,1041,20230011
10,1042,20230011
10,1043,20230011
10,1044,20230011
11,1045,20230011
11,1046,20230011
11,1047,20230011
11,1048,20230011
12,1049,20230011
12,1050,20230011
12,1001,20230011
12,1002,20230011
9,1037,20230012
9,1038,20230012
9,1039,20230012
9,1040,20230012
10,1041,20230012
10,1042,20230012
10,1043,20230012
10,1044,20230012
11,1045,20230012
11,1046,20230012
11,1047,20230012
11,1048,20230012
12,1049,20230012
12,1050,20230012
12,1001,20230012
12,1002,20230012
13,1003,20230013
13,1004,20230013
13,1005,20230013
13,1006,20230013
14,1007,20230013
14,1008,20230013
14,1009,20230013
14,1010,20230013
15,1011,20230013
15,1012,20230013
15,1013,20230013
15,1014,20230013
16,1015,20230013
16,1016,20230013
16,1017,20230013
16,1018,20230013
13,1003,20230014
13,1004,20230014
13,1005,20230014
13,1006,20230014
14,1007,20230014
14,1008,20230014
14,1009,20230014
14,1010,20230014
15,1011,20230014
15,1012,20230014
15,1013,20230014
15,1014,20230014
16,1015,20230014
16,1016,20230014
16,1017,20230014
16,1018,20230014
13,1003,20230015
13,1004,20230015
13,1005,20230015
13,1006,20230015
14,1007,20230015
14,1008,20230015
14,1009,20230015
14,1010,20230015
15,1011,20230015
15,1012,20230015
15,1013,20230015
15,1014,20230015
16,1015,20230015
16,1016,20230015
16,1017,20230015
16,1018,20230015
13,1003,20230016
13,1004,20230016
13,1005,20230016
13,1006,20230016
14,1007,20230016
14,1008,20230016
14,1009,20230016
14,1010,20230016
15,1011,20230016
15,1012,20230016
15,1013,20230016
15,1014,20230016
16,1015,20230016
16,1016,20230016
16,1017,20230016
16,1018,20230016
17,1019,20230017
17,1020,20230017
17,1021,20230017
17,1022,20230017
18,1023,20230017
18,1024,20230017
18,1025,20230017
18,1026,20230017
19,1027,20230017
19,1028,20230017
19,1029,20230017
19,1030,20230017
20,1031,20230017
20,1032,20230017
20,1033,20230017
20,1034,20230017
17,1019,20230018
17,1020,20230018
17,1021,20230018
17,1022,20230018
18,1023,20230018
18,1024,20230018
18,1025,20230018
18,1026,20230018
19,1027,20230018
19,1028,20230018
19,1029,20230018
19,1030,20230018
20,1031,20230018
20,1032,20230018
20,1033,20230018
20,1034,20230018
17,1019,20230019
17,1020,20230019
17,1021,20230019
17,1022,20230019
18,1023,20230019
18,1024,20230019
18,1025,20230019
18,1026,20230019
19,1027,20230019
19,1028,20230019
19,1029,20230019
19,1030,20230019
20,1031,20230019
20,1032,20230019
20,1033,20230019
20,1034,20230019
17,1019,20230020
17,1020,20230020
17,1021,20230020
17,1022,20230020
18,1023,20230020
18,1024,20230020
18,1025,20230020
18,1026,20230020
19,1027,20230020
19,1028,20230020
19,1029,20230020
19,1030,20230020
20,1031,20230020
20,1032,20230020
20,1033,20230020
20,1034,20230020
21,1035,20230021
21,1036,20230021
21,1037,20230021
21,1038,20230021
22,1039,20230021
22,1040,20230021
22,1041,20230021
22,1042,20230021
23,1043,20230021
23,1044,20230021
23,1045,20230021
23,1046,20230021
24,1047,20230021
24,1048,20230021
24,1049,20230021
24,1050,20230021
21,1035,20230022
21,1036,20230022
21,1037,20230022
21,1038,20230022
22,1039,20230022
22,1040,20230022
22,1041,20230022
22,1042,20230022
23,1043,20230022
23,1044,20230022
23,1045,20230022
23,1046,20230022
24,1047,20230022
24,1048,20230022
24,1049,20230022
24,1050,20230022
21,1035,20230023
21,1036,20230023
21,1037,20230023
21,1038,20230023
22,1039,20230023
22,1040,20230023
22,1041,20230023
22,1042,20230023
23,1043,20230023
23,1044,20230023
23,1045,20230023
23,1046,20230023
24,1047,20230023
24,1048,20230023
24,1049,20230023
24,1050,20230023
21,1035,20230024
21,1036,20230024
21,1037,20230024
21,1038,20230024
22,1039,20230024
22,1040,20230024
22,1041,20230024
22,1042,20230024
23,1043,20230024
23,1044,20230024
23,1045,20230024
23,1046,20230024
24,1047,20230024
24,1048,20230024
24,1049,20230024
24,1050,20230024
25,1001,20230025
25,1002,20230025
25,1003,20230025
25,1004,20230025
26,1005,20230025
26,1006,20230025
26,1007,20230025
26,1008,20230025
27,1009,20230025
27,1010,20230025
27,1011,20230025
27,1012,20230025
28,1013,20230025
28,1014,20230025
28,1015,20230025
28,1016,20230025
25,1001,20230026
25,1002,20230026
25,1003,20230026
25,1004,20230026
26,1005,20230026
26,1006,20230026
26,1007,20230026
26,1008,20230026
27,1009,20230026
27,1010,20230026
27,1011,20230026
27,1012,20230026
28,1013,20230026
28,1014,20230026
28,1015,20230026
28,1016,20230026
25,1001,20230027
25,1002,20230027
25,1003,20230027
25,1004,20230027
26,1005,20230027
26,1006,20230027
26,1007,20230027
26,1008,20230027
27,1009,20230027
27,1010,20230027
27,1011,20230027
27,1012,20230027
28,1013,20230027
28,1014,20230027
28,1015,20230027
28,1016,20230027
25,1001,20230028
25,1002,20230028
25,1003,20230028
25,1004,20230028
26,1005,20230028
26,1006,20230028
26,1007,20230028
26,1008,20230028
27,1009,20230028
27,1010,20230028
27,1011,20230028
27,1012,20230028
28,1013,20230028
28,1014,20230028
28,1015,20230028
28,1016,20230028
29,1017,20230029
29,1018,20230029
29,1019,20230029
29,1020,20230029
30,1021,20230029
30,1022,20230029
30,1023,20230029
30,1024,20230029
31,1025,20230029
31,1026,20230029
31,1027,20230029
31,1028,20230029
31,1029,20230029
31,1030,20230029
31,1031,20230029
31,1032,20230029
32,1017,20230030
32,1018,20230030
32,1019,20230030
32,1020,20230030
29,1021,20230030
29,1022,20230030
29,1023,20230030
29,1024,20230030
30,1025,20230030
30,1026,20230030
30,1027,20230030
30,1028,20230030
31,1029,20230030
31,1030,20230030
31,1031,20230030
31,1032,20230030
31,1017,20230031
31,1018,20230031
31,1019,20230031
31,1020,20230031
32,1021,20230031
32,1022,20230031
32,1023,20230031
32,1024,20230031
29,1025,20230031
29,1026,20230031
29,1027,20230031
29,1028,20230031
30,1029,20230031
30,1030,20230031
30,1031,20230031
30,1032,20230031
31,1017,20230032
31,1018,20230032
31,1019,20230032
31,1020,20230032
31,1021,20230032
31,1022,20230032
31,1023,20230032
31,1024,20230032
32,1025,20230032
32,1026,20230032
32,1027,20230032
32,1028,20230032
29,1029,20230032
29,1030,20230032
29,1031,20230032
29,1032,20230032
30,1033,20230033
30,1034,20230033
30,1035,20230033
30,1036,20230033
31,1037,20230033
31,1038,20230033
31,1039,20230033
31,1040,20230033
31,1033,20230034
31,1034,20230034
31,1035,20230034
31,1036,20230034
32,1037,20230034
32,1038,20230034
32,1039,20230034
32,1040,20230034
33,1033,20230035
33,1034,20230035
33,1035,20230035
33,1036,20230035
34,1037,20230035
34,1038,20230035
34,1039,20230035
34,1040,20230035
35,1033,20230036
35,1034,20230036
35,1035,20230036
35,1036,20230036
36,1037,20230036
36,1038,20230036
36,1039,20230036
36,1040,20230036
33,1041,20230037
33,1042,20230037
33,1043,20230037
33,1044,20230037
34,1045,20230037
34,1046,20230037
34,1047,20230037
34,1048,20230037
35,1041,20230038
35,1042,20230038
35,1043,20230038
35,1044,20230038
36,1045,20230038
36,1046,20230038
36,1047,20230038
36,1048,20230038
33,1041,20230039
33,1042,20230039
33,1043,20230039
33,1044,20230039
34,1045,20230039
34,1046,20230039
34,1047,20230039
34,1048,20230039
35,1041,20230040
35,1042,20230040
35,1043,20230040
35,1044,20230040
36,1045,20230040
36,1046,20230040
36,1047,20230040
36,1048,20230040
33,1049,20230041
33,1050,20230041
33,1001,20230041
33,1002,20230041
34,1003,20230041
34,1004,20230041
34,1005,20230041
34,1006,20230041
35,1007,20230041
35,1008,20230041
35,1049,20230042
35,1050,20230042
36,1001,20230042
36,1002,20230042
36,1003,20230042
36,1004,20230042
37,1005,20230042
37,1006,20230042
37,1007,20230042
37,1008,20230042
38,1049,20230043
38,1050,20230043
38,1001,20230043
38,1002,20230043
39,1003,20230043
39,1004,20230043
39,1005,20230043
39,1006,20230043
40,1007,20230043
40,1008,20230043
40,1049,20230044
40,1050,20230044
37,1001,20230044
37,1002,20230044
37,1003,20230044
37,1004,20230044
38,1005,20230044
38,1006,20230044
38,1007,20230044
38,1008,20230044
39,1009,20230045
39,1010,20230045
39,1011,20230045
39,1012,20230045
40,1013,20230045
40,1014,20230045
40,1015,20230045
40,1016,20230045
37,1009,20230046
37,1010,20230046
37,1011,20230046
37,1012,20230046
38,1013,20230046
38,1014,20230046
38,1015,20230046
38,1016,20230046
39,1009,20230047
39,1010,20230047
39,1011,20230047
39,1012,20230047
40,1013,20230047
40,1014,20230047
40,1015,20230047
40,1016,20230047
41,1009,20230048
41,1010,20230048
41,1011,20230048
41,1012,20230048
42,1013,20230048
42,1014,20230048
42,1015,20230048
42,1016,20230048
43,1017,20230049
43,1017,20230050
60,1235,20230051
60,1235,20230052
60,1235,20230053
60,1235,20230054
60,1235,20230055
60,1235,20230056
60,1235,20230057
60,1235,20230058
60,1235,20230059
60,1235,20230060
60,1235,20230061
60,1235,20230062
60,1235,20230063
60,1235,20230064
60,1235,20230065
60,1235,20230066
60,1235,20230067
60,1235,20230068
60,1235,20230069
60,1235,20230070
60,1235,20230071
60,1235,20230072
60,1235,20230073
60,1235,20230074
60,1235,20230075
60,1235,20230076
60,1235,20230077
60,1235,20230078
60,1235,20230079
60,1235,20230080
60,1235,20230081
60,1235,20230082
60,1235,20230083
60,1235,20230084
60,1235,20230085
60,1235,20230086
60,1235,20230087
60,1235,20230088
60,1235,20230089
60,1235,20230090
60,1235,20230091
60,1235,20230092
60,1235,20230093
60,1235,20230094
60,1235,20230095
60,1235,20230096
60,1235,20230097
60,1235,20230098
60,1235,20230099
60,1235,20230100
